id,sender_name,sender_account,receiver_name,receiver_account,amount,utr,timestamp,transaction_type,pattern
TX-87386693,Rahul Mishra,9163-9461-3350,Amit Dubey,9735-5658-6392,85000.0,UTR2026130654804641,2026-03-13T03:05:00,IMPS,NORMAL
TX-A07043A9,Ashok Mahto,8428-1176-7767,Munna Sinha,2564-7599-2789,1500.0,UTR2026861617777315,2026-01-14T16:00:00,NEFT,NORMAL
TX-8193EC37,Ashok Mahto,8428-1176-7767,Mahesh Oram,7896-2056-1252,25000.0,UTR2026899986998317,2026-02-12T04:07:00,NEFT,NORMAL
TX-E8CDB4F6,Vijay Mishra,1639-3691-2085,Farooq Paswan,8284-7617-7571,85000.0,UTR2026108970165141,2026-01-24T06:18:00,UPI,NORMAL
TX-77F32F5D,Guddu Gupta,7834-9837-5000,Santosh Tiwari,4822-4785-3346,350000.0,UTR2026838444999467,2026-02-06T20:18:00,IMPS,NORMAL
TX-AAA0D581,Vijay Patel,3535-1442-5818,Alok Kujur,9124-9207-4103,45647.0,UTR2026599923827507,2026-03-16T22:17:00,NEFT,STRUCTURING
TX-E3ACD3A8,Mukesh Verma,7478-6218-6252,Anand Mishra,5701-7730-1535,47948.0,UTR2026863317020217,2026-02-02T03:44:00,UPI,STRUCTURING
TX-5AA882A6,Ashok Mahto,8428-1176-7767,Dharmendra Sharma,7255-6798-2307,1500.0,UTR2026187185585297,2026-01-20T21:19:00,NEFT,NORMAL
TX-98043FF6,Satish Verma,6660-7578-1997,Pushpa Yadav,6478-4352-5262,350000.0,UTR2026402016838337,2026-02-06T16:23:00,RTGS,NORMAL
TX-ABF764ED,Kailash Patel,5397-9543-6299,Ajay Tiwari,2670-6813-8996,1500.0,UTR2026396521545896,2026-02-06T18:43:00,IMPS,NORMAL
TX-A2DA3A5A,Kailash Patel,5397-9543-6299,Alok Kujur,9124-9207-4103,45119.0,UTR2026444167926364,2026-01-11T03:07:00,UPI,STRUCTURING
TX-0D210894,Ashok Rizwan,5077-8057-3800,Ramesh Shankar,9043-5818-3803,49368.0,UTR2026845500962256,2026-03-21T23:40:00,RTGS,STRUCTURING
TX-FEF72EC8,Ashok Sinha,1566-7999-5238,Rajesh Tiwari,2433-7952-3372,1500.0,UTR2026222296469307,2026-01-24T04:25:00,IMPS,NORMAL
TX-12D4258C,Ramesh Patel,7109-8020-1696,Dinesh Paswan,6923-6579-1346,48486.0,UTR2026570754984608,2026-03-09T05:23:00,UPI,STRUCTURING
TX-AE0F1C9B,Mukesh Ansari,3495-5193-3299,Dinesh Gupta,6125-2973-8578,47302.0,UTR2026757496669657,2026-03-08T01:39:00,IMPS,STRUCTURING
TX-98C0E041,Ajay Tiwari,2670-6813-8996,Ashok Rizwan,5077-8057-3800,1500.0,UTR2026758530333492,2026-02-15T20:26:00,IMPS,NORMAL
TX-9E372FF6,Rahul Tiwari,9184-9585-3866,Ravi Verma,1012-2826-4392,150000.0,UTR2026480380313763,2026-03-30T22:05:00,IMPS,NORMAL
TX-AAD474DA,Chandan Gope,3142-4027-3866,Ramesh Verma,8651-2445-4668,4200.0,UTR2026460747949286,2026-01-19T23:33:00,NEFT,NORMAL
TX-4AD9B57A,Ramesh Patel,7109-8020-1696,Chhotu Shankar,6929-2952-1856,85000.0,UTR2026599376822246,2026-02-22T06:15:00,IMPS,NORMAL
TX-9EC81D91,Ramesh Paswan,8285-6224-2574,Kailash Patel,5397-9543-6299,12000.0,UTR2026998145306474,2026-01-09T03:41:00,RTGS,NORMAL
TX-E37211AB,Kavita Mishra,2158-2272-5797,Deepak Ahmed,4402-2851-8076,150000.0,UTR2026932468354646,2026-01-24T20:48:00,UPI,NORMAL
TX-41085206,Bittu Shankar,9480-9188-7678,Ashok Thakur,2945-3816-5474,350000.0,UTR2026136902978485,2026-03-09T03:43:00,NEFT,NORMAL
TX-ED8FC4DE,Bittu Oram,1288-9662-3183,Priya Mahto,7622-4557-5861,85000.0,UTR2026227999807842,2026-03-06T19:17:00,UPI,NORMAL
TX-84A744ED,Neeraj Kumar,2154-3566-9031,Vijay Oram,5106-2913-9359,1500.0,UTR2026387098867016,2026-03-16T18:30:00,NEFT,NORMAL
TX-DD6D7036,Manoj Ansari,2930-2378-5463,Suresh Verma,3931-4621-8957,150000.0,UTR2026804274109019,2026-03-21T22:52:00,IMPS,NORMAL
TX-7E6C116C,Deepak Gupta,1450-3081-7127,Pooja Pandey,2967-9887-9534,350000.0,UTR2026627094548512,2026-02-19T20:08:00,UPI,NORMAL
TX-C6AC6812,Bittu Shankar,9480-9188-7678,Alok Kujur,9124-9207-4103,47656.0,UTR2026773948337497,2026-02-05T16:34:00,RTGS,STRUCTURING
TX-0A55F29A,Vikram Sinha,7663-7480-3481,Priya Mahto,7622-4557-5861,350000.0,UTR2026258675863518,2026-01-24T01:52:00,NEFT,NORMAL
TX-BEB7C570,Rajesh Ansari,6527-5681-5308,Subhash Mahto,8938-2163-8774,1500.0,UTR2026154137741039,2026-03-06T05:02:00,RTGS,NORMAL
TX-142D0D00,Alok Kujur,9124-9207-4103,Dinesh Paswan,6923-6579-1346,25000.0,UTR2026558116230274,2026-01-15T01:26:00,NEFT,NORMAL
TX-900251F2,Subhash Mahto,8938-2163-8774,Ashok Mahto,8428-1176-7767,150000.0,UTR2026331253990688,2026-03-12T21:00:00,RTGS,NORMAL
TX-B4EC64BC,Vijay Oram,5106-2913-9359,Devendra Ahmed,7482-1755-5736,1500.0,UTR2026596197687641,2026-02-11T20:04:00,NEFT,NORMAL
TX-782E2090,Satish Shankar,9155-2448-2841,Ramesh Paswan,8285-6224-2574,150000.0,UTR2026285028841011,2026-02-07T22:13:00,UPI,NORMAL
TX-3F8DEDDF,Sunita Verma,6321-5156-4567,Usha Kumar,8079-7490-9357,25000.0,UTR2026629033493348,2026-03-17T18:27:00,UPI,NORMAL
TX-9BF90279,Neeraj Mahto,3098-4494-9907,Satish Verma,6660-7578-1997,150000.0,UTR2026376063078012,2026-03-28T05:48:00,IMPS,NORMAL
TX-9D403D6E,Ajay Sinha,9346-3093-3738,Mukesh Verma,7478-6218-6252,4200.0,UTR2026639966298558,2026-03-20T18:23:00,UPI,NORMAL
TX-C5D1E6ED,Amit Dubey,9735-5658-6392,Satish Verma,6660-7578-1997,350000.0,UTR2026385617551267,2026-02-19T18:05:00,UPI,NORMAL
